Latitude;Longitude;type;Country;Region;Location;Name;year_deployment;year_modification;min_depth_m;max_depth_m;bottom_depth_m;reef_edge_m;Min_dist_filt_km;min_dist_km;surrounding_seabed;meadows;typo_filt;reef_typology;structure_wreck;Material;Arrangement_modules;origin_reef;total_area_sqm;total_volume_cubm;n_oasis;dist_between_oasi_m;dimens_oasi_sqm;type_structures;n_structures;dim_structures_m;dist_between_structures_m;modules_shape;n_modules;dist_between_modules_m;dimension_leng_width_heigh_m;weight_or_displacement_tons;experimental_professional;scope;exploitation;possible_exploitation;observations;biocenosis;alien_species;Alien species (form);protected_species;Protected species (form);protect_area_y_n;Protected area;managment_prog_Y_N;Management_program;Concession_area_Y_N;Surveillance_service_Y_N;Surveillance_service;Monitoring_program_Y_N;Monitoring_program;Available data;Available literature (Scientific or Grey)
41.93827;15.41614;Artificial reef;Italy;Apulia;Lesina;ITTIMAR S.C.AR.L.;2016;;16;16;16;;4;4;Sand;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;400;;1;;200;pyramids;pyramids (6 );pyramids (h 2.4 );10;cubes ;cubes (87);0.3;cubes (0.92/0.92/0.80);;Experimental;Diving/Snorkeling, Finfish enhancement, Fishing Tourism, Habitat restoration,Recreational fishery;HOLDER OF SEA-FARM;Diving/Snorkeling, Fishing Tourism, Recreational fishery, Research;;;;;;;;;;;yes;yes;yes;yes;water and bottom quality with chemical anallisis, visual census, phisical data with CTD. Stagional Sampling;Benthic community, Fish community, Sediments, Water column;WWW.ECOSEA.EU
43.71166667;13.465;Wreck;Italy;Marche;Falconara Marittima;num2;;;19;19;19;;9.17;9.17;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.3
43.65083333;13.41333333;Wreck;Italy;Marche;Falconara Marittima;num5;;;11;11;11;;2.253076;2.253076;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.4
43.7;13.48333333;Wreck;Italy;Marche;Falconara Marittima;n6;;;19;19;19;;9.01;9.01;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.5
43.7425;13.555;Wreck;Italy;Marche;Falconara Marittima;n7;;;37;37;37;;15.5;15.5;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.6
43.7375;13.64333333;Wreck;Italy;Marche;Ancona;n11;;;19;19;19;;14.08;14.08;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.7
43.7;13.61888889;Wreck;Italy;Marche;Ancona;n15;;;35.5;35.5;35.5;;10.3;10.3;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.8
43.72222222;13.65333333;Wreck;Italy;Marche;Ancona;n16;;;50.5;50.5;50.5;;13.52;13.52;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.9
43.72944444;13.66444444;Wreck;Italy;Marche;Ancona;n17;;;53.5;53.5;53.5;;14.65;14.65;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.10
43.66111111;13.57944444;Wreck;Italy;Marche;Ancona;n18;;;20.5;20.5;20.5;;5.31;5.31;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.11
43.62222222;13.555;Wreck;Italy;Marche;Ancona;n20;;;12.5;12.5;12.5;;1.45;1.45;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.13
43.74333333;13.73777778;Wreck;Italy;Marche;Ancona;n21;;;63.5;63.5;63.5;;11.7;11.7;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.14
43.62222222;13.70833333;Wreck;Italy;Marche;Ancona;n32;;;25.5;25.5;25.5;;9.01;9.01;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.15
43.68722222;13.79833333;Wreck;Italy;Marche;Ancona;n34;;;60;60;60;;18.02;18.02;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.16
43.69888889;13.815;Wreck;Italy;Marche;Ancona;n35;;;63.5;63.5;63.5;;19.6;19.6;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.17
43.58166667;13.825;Wreck;Italy;Marche;Sirolo;n43;;;42;42;42;;15.13;15.13;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.18
43.555;13.76888889;Wreck;Italy;Marche;Numana;n44;;;22.5;22.5;22.5;;10.8;10.8;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.19
43.66555556;14.15388889;Wreck;Italy;Marche;Numana;n46;;;81.5;81.5;81.5;;40.2;40.2;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.20
43.47916667;13.66166667;Wreck;Italy;Marche;Scossicci;n49;;;10;10;10;;1.29;1.29;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.21
43.525;13.8233;Wreck;Italy;Marche;Scossicci;n51;;;27;27;27;;13.5;13.5;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.22
43.48333333;13.72555556;Wreck;Italy;Marche;Porto Recanati;n52;;;14;14;14;;6.28;6.28;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.23
43.44833333;13.68611111;Wreck;Italy;Marche;Porto Recanati;n55;;;10.5;10.5;10.5;;1.77;1.77;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.25
43.4375;13.67833333;Wreck;Italy;Marche;Porto Recanati;n57;;;9;9;9;;0.96;0.96;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.26
43.48805556;13.85277778;Wreck;Italy;Marche;Porto Recanati;n58;;;27;27;27;;14.16;14.16;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.27
43.57222222;14.14333333;Wreck;Italy;Marche;Porto Recanati;n61;;;80;80;80;;36.05;36.05;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.28
43.41555556;13.68333333;Wreck;Italy;Marche;Porto Recanati;n64;;;6.5;6.5;6.5;;0.48;0.48;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.29
43.455;14.02833333;Wreck;Italy;Marche;Porto Potenza Picena;n66;;;60;60;60;;24.9;24.9;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.30
43.36111111;13.75333333;Wreck;Italy;Marche;Civitanova;n67;;;11.5;11.5;11.5;;3.54;3.54;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.31
43.32305556;13.84333333;Wreck;Italy;Marche;Civitanova;n73;;;15;15;15;;7.56;7.56;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.32
43.32305556;13.88333333;Wreck;Italy;Marche;Civitanova;n75;;;19;19;19;;10.14;10.14;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.33
43.28333333;13.78472222;Wreck;Italy;Marche;Porto Sant'Elpidio;n76;;;11.5;11.5;11.5;;2.25;2.25;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.34
43.20305556;13.90972222;Wreck;Italy;Marche;Porto San Giorgio;n95;;;17.5;17.5;17.5;;7.88;7.88;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.35
43.18277778;13.90055556;Wreck;Italy;Marche;Porto San Giorgio;n99;;;16;16;16;;6.6;6.6;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.36
43.10555556;13.91388889;Wreck;Italy;Marche;Pedaso;n116;;;15;15;15;;4.83;4.83;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.37
43.07;13.86166667;Wreck;Italy;Marche;Tre Camini;n125;;;6;6;6;;0.8;0.8;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.38
43.04666667;13.86388889;Wreck;Italy;Marche;Cupra Marittima;n132;;;5.5;5.5;5.5;;0.48;0.48;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.39
43.02333333;13.98111111;Wreck;Italy;Marche;Grottammare;n141;;;14;14;14;;4.67;4.67;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.40
42.95805556;13.89166667;Wreck;Italy;Marche;San Benedetto del Tronto;n152;;;5;5;5;;0.07;0.07;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.41
42.95611111;13.88555556;Wreck;Italy;Marche;San Benedetto del Tronto;n153;;;6.5;6.5;6.5;;0.1;0.1;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.42
42.93;13.90166667;Wreck;Italy;Marche;San Benedetto del Tronto;n165;;;3;3;3;;0.15;0.15;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.43
42.92694444;13.90333333;Wreck;Italy;Marche;San Benedetto del Tronto;n166;;;3;3;3;;0.15;0.15;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.44
42.9225;13.90555556;Wreck;Italy;Marche;Porto d'Ascoli;n168;;;3;3;3;;0.15;0.15;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.45
42.90388889;13.92416667;Wreck;Italy;Marche;Porto d'Ascoli;n169;;;6;6;6;;0.8;0.8;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.46
42.89666667;13.92611111;Wreck;Italy;Marche;Martinsicuro;n170;;;5.5;5.5;5.5;;0.64;0.64;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.47
42.86333333;14.13444444;Wreck;Italy;Marche;Alba Adriatica;n174;;;53;53;53;;14.32;14.32;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.48
42.84055556;14.13444444;Wreck;Italy;Marche;Alba Adriatica;n175;;;47;47;47;;14;14;;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;;;;;;;;;;;;;;;;;Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.49
43.933333;13.02;Wreck;Italy;Marche;Fano;CB 17;1943;;15;15;15;;;;Sand;;Decommissioned structures;Decommissioned structures;midget submarine;;;;;;;;;;;;;;;;;;;;;Diving/Snorkeling;Few remains still visible;;;;;;;;;;;;;;;;http://web.tiscali.it/adriasubancona/20801.html
45.451;12.591;Artificial reef;Italy;Veneto;Venice;Campo Sperimentale di Cavallino;2003;;14;14;14;;3.7;3.7;Mud;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;5000;;1 (formed by 4 different areas);;1250 each area;pyramid (formed by 5 cubes) ,longlines (floating and submerged), ;pyramids (2), longlines (3);pyramids (h 4);;concrete cubes, concrete cage number: 24 cubes (10 of which to form 2 pyramids), 1 cage;;;cubes (2/2/2), cage (4/5/6);;Experimental;Finfish enhancement, Habitat protection, Research;Maybe;Diving/Snorkeling, Recreational fishery;;;;;;;;;;;;;;;;;"Vazzoler M., Ancona S., Berti L., Zogno A.R., Iacovone V., Fassina D., Bon D., Rossi S., Bertaggia R. Pellizzato M. 2004. Area di protezione e studio del Nord Adriatico: campo sperimentale. Incontro scientifico congiunto CONISMA - AIOL d'intesa con la SIBM e la SITE. Terrasini (PA), 15-22 ottobre 2004. Poster
Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A ? Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attivit… di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-68.
Bruno S., Bastianini M., Acri F., Bon, D., Rizzardi S., Vazzoler M., Bertaggia R., Boldrin A. 2006. Idrologia e idrodinamica in un'area a barriere artificiali del Nord Adriatico. Biologia Marina Mediterranea, 13 (1): 688-692
Molin E., Maggiore F., Zanella M. 2006. Stime di biomassa di Tubularia crocea (Agassiz, 1862) mediante monitoraggio fotografico in un?area a barriere artificiali nel nord Adriatico. Biologia Marina Mediterranea 13 (1): 737-740"
44.9027;12.5467;Artificial reef;Italy;Veneto;Sacca del Canarin;Sacca del Canarin;2006;2010, 2011;12;15;Dec-15;;;;Sand, Mud;;Specifically designed modules;Specifically designed modules;;Concrete, Steel/Iron;Geometrically assembled, Scattered;;;;4;50;ADRI.BLU tecnoreef oasi (20000), ADRI.BLU reef type1 oasi (12000), 1ø LR 15/2007 (20000), 2ø LR 15/2007 (35000);Tecnoreef pyramids (formed by 12 plates), Tecnoreef pyramids (formed by 30 plates), reef type1 (fomed by concrete tubes, concrete insoles and steel sections), mixed structures, pyramids, parallelepiped;Tecnoreef pyramid 30 plates (13 ), Tecnoreef pyramids 12 plates (55), pyramids, reef type1 (14 in oasi 1ø LR 15/2007, 26 in oasi 2ø LR 15/2007), pyramids (23), mixed structures (10), parallelepiped (4);Tecnoreef pyramid 12 plates (? 3.8 / h 1.85), Tecnoreef pyramid 30 plates (? 5.7 / h 2.4);;plates, tubes, armed insoles, steel sections;;;tubes (? 0.2-0.5), armed insoles (2.4/3/0.25);;Experimental;Finfish enhancement;Maybe;Recreational fishery, Research;;;;;;;;;;;;;;;;;" Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A ? Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attivit… di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-103. 
 2007. Le barriere artificiali ADRI.BLU in Veneto. AT 4 -Azioni pilota finalizzate all'incremento della sostenibilit… delle attivit… di pesca. Gestione sostenibile delle attivit… di pesca e delle risorse alieutiche dell'Adriatico. 2007. Progetto ADRIBLU. INTERREG III A ? Alto Adriatico. p: 106-114.
Sabatini L., Franceschini G., Giovanardi O. 2013. Parte seconda. Caso di studio del Veneto: Le barriere artificiali antistanti la Sacca del Canarin (RO). Le strutture sommerse per il ripopolamento ittico e la pesca (""barriere artificiali""). Quaderni  ISPRA -Ricerca Marina 3-2012. p: 53-114.
Ponti M., Fava F., Perlini R.A., Giovanardi O., Abbiati M. 2015. Benthic assemblages on artificial reefs in the northwestern Adriatic Sea: Does structure type and age matter? Marine Environmental Research, 104: 10-19"
45.653;13.747;Artificial reef;Italy;Friuli Venezia Giulia;Trieste;Trieste;2003;;;;;;;;;;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;;;;;6175;;;;;;;;;;;Finfish enhancement, Habitat restoration;;;;;;;;;;;;;;;;;;;
42.011;15.005;Artificial reef;Italy;Molise;Molise;Termoli;2003;;;;;;;;;;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;;;;;;;Tecnoreef pyramids;;;;;;;;;Finfish enhancement, Habitat restoration;;;;;;;;;;;;;;;;;;;
41.954;15.906;Artificial reef;Italy;Apulia;Ischitella;Ischitella;80s;;;;;;;;;;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;;;;;;pyramids (formed by 5 cubes);;;;cubes ;;;;;;;;;;;;;;;;;;;;;;;;;
45.581;12.904;Artificial reef;Italy;Veneto;Caorle;Caorle;2004;;;;;;2.8;2.8;;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;;;;;;Two types of Tecnoreef pyramid,  concrete prisms,  concrete mixed structures, trunked pyramid; 3-level Tecnoreef  with plates of 80 cm (4), 2-level Tecnoreef with plates of 120 cm (2), concrete prisms (4), concrete mixed structures (2), trunked pyramids (2);;;;;;;;Experimental;Diving/Snorkeling, Finfish enhancement, Habitat protection;Maybe;Diving/Snorkeling, Recreational fishery;;;;;;;;;;;;;;;;;Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A ? Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attivit… di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-68.
45.535;12.765;Artificial reef;Italy;Veneto;Eraclea;Eraclea;2005;;;;;;;;;;Specifically designed modules;Specifically designed modules;;Concrete;;;;;;;;;;;;;;;;;;Finfish enhancement, Habitat restoration;;;;;;;;;;;;;;;;;;;
45.029;12.465;Artificial reef;Italy;Veneto;Porto Viro;Porto Viro;2010;;;;;;;;;;Specifically designed modules;Specifically designed modules;;Concrete;;;;;;;;;;;;;;;;;;Finfish enhancement, Habitat restoration;;;;;;;;;;;;;;;;;;;
